Chrom	Start	End	GeneID	GeneName	
Scate-ma7	23636322	23660137	Scate12306	Arfaptin-1-like protein (Crotalus horridus OX%3D35024)	
Scate-ma7	24204222	24246770	Scate12307	PET112	
Scate-ma7	24255267	24301299	Scate12308	FAM160A1	
Scate-ma7	24378442	24420127	Scate12309	SH3D19	
Scate-ma7	24416844	24420159	Scate12310	RPS3A	
Scate-ma7	24760281	24801588	Scate12311	LRBA	
Scate-ma7	24806733	24843797	Scate12312	DCLK2	
Scate-ma7	25529222	25541005	Scate12313	NR3C2	
Scate-ma7	25597027	25603705	Scate12314	Arhgap10	
Scate-ma7	25626772	25635798	Scate12315	ARHGAP10	
Scate-ma7	25653587	25655678	Scate12316	ARHGAP10	
Scate-ma7	25698986	25720745	Scate12317	Uncharacterized protein (Crotalus horridus OX%3D35024)	
Scate-ma7	25722728	25735706	Scate12318	Transmembrane protein 184C (Crotalus adamanteus OX%3D8729)	
Scate-ma7	25759187	25768100	Scate12319	Ednra	
Scate-ma7	26200285	26202951	Scate12320	SLC10A7	
Scate-ma7	26410375	26413324	Scate12321	LSM6	
Scate-ma7	26597864	26611261	Scate12322	ZNF827	
Scate-ma7	26672084	26680846	Scate12323	Hypothetical MMAA protein (Crotalus horridus OX%3D35024)	
Scate-ma7	26687347	26709061	Scate12324	Mothers against decapentaplegic homolog (Crotalus horridus OX%3D35024)	
Scate-ma7	26783078	26812081	Scate12325	OTUD4	
Scate-ma7	26816409	26831767	Scate12326	ATP-binding cassette sub-family E member 1-like protein (Crotalus horridus OX%3D35024)	
Scate-ma7	26853732	26863838	Scate12327	ANAPC10	
Scate-ma7	26924758	26951237	Scate12328	HHIP	
Scate-ma7	27244805	27251547	Scate12329	FREM3	
Scate-ma7	27278152	27321722	Scate12330	FREM2	
Scate-ma7	27329538	27361308	Scate12331	Smarca5	
Scate-ma7	27368655	27390770	Scate12332	GRB2-associated-binding protein 1-like (Crotalus adamanteus OX%3D8729)	
Scate-ma7	27505608	27526227	Scate12333	Ubiquitin carboxyl-terminal hydrolase 38-like protein (Crotalus horridus OX%3D35024)	
Scate-ma7	27970951	27986479	Scate12334	Zinc finger protein 330-like protein (Crotalus adamanteus OX%3D8729)	
Scate-ma7	28139547	28187563	Scate12335	TBC1 domain family member 9-like (Crotalus adamanteus OX%3D8729)	
Scate-ma7	28212231	28227063	Scate12336	ELMO domain-containing protein 2 (Crotalus adamanteus OX%3D8729)	
Scate-ma7	28250998	28269007	Scate12337	CLGN	
Scate-ma7	28278141	28310950	Scate12338	Calmegin-like (Crotalus adamanteus OX%3D8729)	
Scate-ma7	28313942	28318300	Scate12339	Short coiled-coil domain protein variant (Crotalus adamanteus OX%3D8729)	
Scate-ma7	28724072	28740381	Scate12340	SETD7	
Scate-ma7	28750854	28758131	Scate12341	LOC100555997	
Scate-ma7	28764755	28767793	Scate12342	RAB33B	
Scate-ma7	28769667	28797974	Scate12343	N-alpha-acetyltransferase 15%2C NatA auxiliary subunit-like protein (Crotalus adamanteus OX%3D8729)	
Scate-ma7	28886853	28899521	Scate12344	ETS-related transcription factor Elf-2 (Crotalus horridus OX%3D35024)	
Scate-ma7	28903458	28908132	Scate12345	Nocturnin (Crotalus horridus OX%3D35024)	
Scate-ma7	29517469	29524978	Scate12346	PCDH18	
Scate-ma7	32066086	32083936	Scate12347	PCDH10	
Scate-ma7	33728826	33733504	Scate12348	L345_05116	
Scate-ma7	33735737	33767048	Scate12349	SCLT1	
Scate-ma7	33774196	33803539	Scate12350	Protein Jade-1 (Crotalus adamanteus OX%3D8729)	
Scate-ma7	33930022	33944462	Scate12351	Membrane-associated progesterone receptor component 2-like protein (Crotalus horridus OX%3D35024)	
Scate-ma7	33950713	33983314	Scate12352	LARP1B	
Scate-ma7	34001185	34012820	Scate12353	L345_05115	
Scate-ma7	34024988	34039449	Scate12354	MFSD8	
Scate-ma7	34041196	34061379	Scate12355	PLK4	
Scate-ma7	34071946	34111858	Scate12356	HSPA4L	
Scate-ma7	34120209	34130902	Scate12357	SLC25A31	
Scate-ma7	34138318	34159434	Scate12358	INTU	
Scate-ma7	34896496	34960212	Scate12359	FAT4	
Scate-ma7	35019413	35026176	Scate12360	L345_03479	
Scate-ma7	35856406	35857368	Scate12361	Sprouty 1-like protein (Crotalus adamanteus OX%3D8729)	
Scate-ma7	36001811	36016627	Scate12362	SPATA5	
Scate-ma7	36016360	36019889	Scate12363	NUDT6	
Scate-ma7	36036631	36038319	Scate12364	FGF2	
Scate-ma7	36101645	36103810	Scate12365	BBS12	
Scate-ma7	36109033	36121216	Scate12366	CETN1	
Scate-ma7	36189327	36207929	Scate12367	ADAD1	
Scate-ma7	36412783	36470561	Scate12368	TRPC3	
Scate-ma7	36474443	36515167	Scate12369	BBS7	
Scate-ma7	36516786	36536670	Scate12370	Exosome complex exonuclease RRP45-like (Crotalus horridus OX%3D35024)	
Scate-ma7	36585031	36611062	Scate12371	Annexin (Crotalus horridus OX%3D35024)	
Scate-ma7	36660737	36683227	Scate12372	QRFPR	
Scate-ma7	36812743	36818527	Scate12373	Fibronectin type-III domain-containing protein C4orf31-like protein (Crotalus horridus OX%3D35024)	
Scate-ma7	36869081	36902571	Scate12374	Prdm5	
Scate-ma7	37064384	37074871	Scate12375	L345_04659	
Scate-ma7	37083495	37090886	Scate12376	MAD2L1	
Scate-ma7	37093544	37100329	Scate12377	60S ribosomal protein L7 (Crotalus horridus OX%3D35024)	
Scate-ma7	37205265	37239848	Scate12378	Phosphodiesterase (Crotalus adamanteus OX%3D8729)	
Scate-ma7	37276325	37278561	Scate12379	Fabp2	
Scate-ma7	37306687	37329445	Scate12380	USP53	
Scate-ma7	37369021	37384129	Scate12381	MYOZ2	
Scate-ma7	37435784	37446742	Scate12382	SYNPO2	
Scate-ma7	37567918	37598043	Scate12383	Protein transport protein Sec24D-like (Crotalus adamanteus OX%3D8729)	
Scate-ma7	37600866	37617549	Scate12384	METTL14	
Scate-ma7	37657925	37676229	Scate12385	PRSS12	
Scate-ma7	39361625	39367118	Scate12386	FGF20	
Scate-ma7	39407893	39436310	Scate12387	MICU3	
Scate-ma7	39451832	39471030	Scate12388	Zdhhc2	
Scate-ma7	39479430	39504013	Scate12389	CCR4-NOT transcription complex subunit 7 (Crotalus adamanteus OX%3D8729)	
Scate-ma7	39504232	39517529	Scate12390	Vacuolar protein sorting-associated protein 37A-like (Crotalus adamanteus OX%3D8729)	
Scate-ma7	39521848	39556399	Scate12391	MTMR7	
Scate-ma7	39603403	39622893	Scate12392	SLC7A2	
Scate-ma7	39623515	39643367	Scate12393	Platelet-derived growth factor receptor-like protein-like (Crotalus adamanteus OX%3D8729)	
Scate-ma7	39648301	39679812	Scate12394	MTUS1	
Scate-ma7	39789187	39796629	Scate12395	FGL1	
Scate-ma7	39834241	39908187	Scate12396	Pericentriolar material 1 protein (Crotalus adamanteus OX%3D8729)	
Scate-ma7	39910508	39933432	Scate12397	Acid ceramidase-like (Crotalus adamanteus OX%3D8729)	
Scate-ma7	39960809	39975686	Scate12398	Protein FRG1-like protein (Crotalus horridus OX%3D35024)	
Scate-ma7	41712761	41790834	Scate12399	FAT1	
Scate-ma7	41850419	41855729	Scate12400	KLKB1	
Scate-ma7	41870885	41876227	Scate12401	F11	
Scate-ma7	41885131	41911693	Scate12402	Cytochrome P450 4V3-like (Crotalus adamanteus OX%3D8729)	
Scate-ma7	41921641	41948727	Scate12403	L345_08058	
Scate-ma7	41969871	41983045	Scate12404	TLR3	
Scate-ma7	42237258	42242725	Scate12405	SORBS2	
Scate-ma7	42259058	42266289	Scate12406	SORBS2	
Scate-ma7	42269547	42296404	Scate12407	SORBS2	
Scate-ma7	42341311	42360038	Scate12408	PDLIM3	
Scate-ma7	42387037	42396598	Scate12409	L345_05206	
Scate-ma7	42396894	42413785	Scate12410	UFSP2	
Scate-ma7	42415872	42423957	Scate12411	ANKRD37	
Scate-ma7	42426177	42441066	Scate12412	LRP2BP	
Scate-ma7	42445662	42499370	Scate12413	SNX25	
Scate-ma7	42506363	42520395	Scate12414	L345_05203	
Scate-ma7	42524460	42531427	Scate12415	SLC25A4	
Scate-ma7	42575352	42579466	Scate12416	Helt	
Scate-ma7	42639948	42677990	Scate12417	Long-chain-fatty-acid--CoA ligase 1-like protein (Crotalus horridus OX%3D35024)	
Scate-ma7	42688955	42698244	Scate12418	L345_14872	
Scate-ma7	42702782	42703802	Scate12419	L345_14872	
Scate-ma7	42721809	42740034	Scate12420	PRIMPOL	
Scate-ma7	42740178	42760002	Scate12421	Caspase-3-like (Crotalus horridus OX%3D35024)	
Scate-ma7	42789455	42814527	Scate12422	Interferon regulatory factor 2-like protein (Crotalus horridus OX%3D35024)	
Scate-ma7	42856931	42874192	Scate12423	Choline-specific glycerophosphodiester phosphodiesterase (Sistrurus miliarius barbouri OX%3D8759)	
Scate-ma7	42876833	42877141	Scate12424	Choline-specific glycerophosphodiester phosphodiesterase (Sistrurus tergeminus OX%3D8757)	
Scate-ma7	42938774	42960918	Scate12425	STOX2	
Scate-ma7	43151708	43185611	Scate12426	Foie gras isoform a (Crotalus horridus OX%3D35024)	
Scate-ma7	43186384	43193490	Scate12427	RWD domain-containing protein 4-like protein (Crotalus adamanteus OX%3D8729)	
Scate-ma7	43210082	43239068	Scate12428	Nwd1	
Scate-ma7	43239944	43266265	Scate12429	Nwd1	
Scate-ma7	43271836	43274424	Scate12430	Ing2	
Scate-ma7	43282936	43285952	Scate12431	Cdkn2aip	
Scate-ma7	43384934	43412432	Scate12432	WWC2	
Scate-ma7	43543103	43560832	Scate12433	DCTD	
Scate-ma7	43660994	43680940	Scate12434	LOC100566445	
Scate-ma7	43753569	43767019	Scate12435	LOC100566445	
Scate-ma7	47006983	47025294	Scate12436	AGA	
Scate-ma7	47056449	47087162	Scate12437	Neil3	
Scate-ma7	47385919	47392797	Scate12438	Vascular endothelial growth factor C-like protein (Crotalus horridus OX%3D35024)	
Scate-ma7	47516617	47522151	Scate12439	Signal peptidase complex subunit 3 (Crotalus horridus OX%3D35024)	
Scate-ma7	47522889	47524881	Scate12440	Signal peptidase complex subunit 3 (Crotalus adamanteus OX%3D8729)	
Scate-ma7	47590299	47598310	Scate12441	Spata4	
Scate-ma7	47906410	47931092	Scate12442	GPM6A	
Scate-ma7	48195755	48222561	Scate12443	GLRA3	
Scate-ma7	48288948	48300625	Scate12444	HPGD	
Scate-ma7	48379003	48403620	Scate12445	CEP44	
Scate-ma7	48429033	48444981	Scate12446	F-box only protein 8-like protein (Crotalus horridus OX%3D35024)	
Scate-ma7	48895184	48899268	Scate12447	HAND2	
Scate-ma7	49002979	49010347	Scate12448	SAP30	
Scate-ma7	49039679	49059231	Scate12449	Galnt7	
Scate-ma7	49452682	49456894	Scate12450	L345_13263	
Scate-ma7	50870602	50876352	Scate12451	Mfap3l	
Scate-ma7	50964436	50977935	Scate12452	HPF1	
Scate-ma7	50994479	51027271	Scate12453	clcn3	
Scate-ma7	51080247	51094344	Scate12454	Serine/threonine-protein kinase Nek1-like protein (Crotalus adamanteus OX%3D8729)	
Scate-ma7	51135912	51161805	Scate12455	Nek1	
Scate-ma7	51311464	51334748	Scate12456	SH3RF1	
Scate-ma7	51397380	51425404	Scate12457	Carbonyl reductase family member 4-like protein (Crotalus horridus OX%3D35024)	
Scate-ma7	51479522	51485833	Scate12458	PALLD	
Scate-ma7	51491470	51498993	Scate12459	PALLD	
Scate-ma7	51533481	51534440	Scate12460	Akap4	
Scate-ma7	52298933	52300000	Scate12461	LCORL	
Scate-ma7	52377317	52393417	Scate12462	NCAPG	
Scate-ma7	52452368	52483254	Scate12463	Lap3	
Scate-ma7	52554580	52570177	Scate12464	Dihydropteridine reductase-like protein (Crotalus adamanteus OX%3D8729)	
Scate-ma7	53353099	53366821	Scate12465	LDB2	
Scate-ma7	54072221	54094774	Scate12466	F-box/LRR-repeat protein 5-like protein (Crotalus horridus OX%3D35024)	
Scate-ma7	54123462	54154309	Scate12467	CC2D2A	
Scate-ma7	54220023	54233558	Scate12468	Cc2d2a	
Scate-ma7	54235525	54237204	Scate12469	Cc2d2a	
Scate-ma7	54306078	54306695	Scate12470	C1QTNF7	
Scate-ma7	54314512	54316402	Scate12471	unknown function	
Scate-ma7	54684685	54695923	Scate12472	BOD1L	
Scate-ma7	55908930	55926664	Scate12473	WD repeat-containing protein 1 (Crotalus adamanteus OX%3D8729)	
Scate-ma7	55927355	55934794	Scate12474	WD repeat-containing protein 1 (Crotalus adamanteus OX%3D8729)	
Scate-ma7	56090056	56116481	Scate12475	SLC2A9	
Scate-ma7	56155716	56157636	Scate12476	OTOP1	
Scate-ma7	56296889	56305146	Scate12477	TMEM128	
Scate-ma7	56400304	56408212	Scate12478	GABRA2	
Scate-ma7	56528726	56533685	Scate12479	GABRA2	
Scate-ma7	57149178	57153898	Scate12480	gabra4	
Scate-ma7	57344264	57345596	Scate12481	GABRB1	
Scate-ma7	58156807	58157939	Scate12482	LRAT	
Scate-ma7	58183690	58189183	Scate12483	Rbm46	
Scate-ma7	58632357	58649696	Scate12484	Guanylate cyclase soluble subunit alpha-3-like (Crotalus adamanteus OX%3D8729)	
Scate-ma7	58755386	58772697	Scate12485	Guanylate cyclase soluble subunit beta-1-like protein (Crotalus adamanteus OX%3D8729)	
Scate-ma7	58803439	58814407	Scate12486	ACCN5	
Scate-ma7	58850452	58861008	Scate12487	tdo2	
Scate-ma7	58880286	58893810	Scate12488	CTSO	
Scate-ma7	59130772	59135068	Scate12489	PDGFC	
Scate-ma7	59487219	59498057	Scate12490	GLRB	
Scate-ma7	59597357	59606683	Scate12491	GRIA2	
Scate-ma7	59613279	59643737	Scate12492	GRIA2	
Scate-ma7	59995575	60019846	Scate12493	Transmembrane protein 144 (Crotalus horridus OX%3D35024)	
Scate-ma7	60109879	60123160	Scate12494	Electron transfer flavoprotein-ubiquinone oxidoreductase%2C mitochondrial-like protein (Crotalus adamanteus OX%3D8729)	
Scate-ma7	60123240	60131288	Scate12495	PPID	
Scate-ma7	60162696	60188539	Scate12496	FNIP2	
Scate-ma7	60199117	60211515	Scate12497	FNIP2	
Scate-ma7	60470402	60488814	Scate12498	Rap guanine nucleotide exchange factor 2 (Crotalus adamanteus OX%3D8729)	
Scate-ma7	60493642	60515372	Scate12499	Rap guanine nucleotide exchange factor 2 (Crotalus adamanteus OX%3D8729)	
Scate-ma7	61949654	61959307	Scate12500	Naf1	
Scate-ma7	62016411	62017752	Scate12501	NPY1R	
Scate-ma7	62051661	62069416	Scate12502	UPF0534 C4orf43-like protein (Crotalus adamanteus OX%3D8729)	
Scate-ma7	62072261	62077195	Scate12503	1-Mar	
Scate-ma7	62127905	62129071	Scate12504	1-Mar	
Scate-ma7	62606740	62619293	Scate12505	L345_10106	
Scate-ma7	62625818	62644512	Scate12506	TMEM192	
Scate-ma7	62657655	62699567	Scate12507	KLHL2	
Scate-ma7	62742308	62745304	Scate12508	C-4 methylsterol oxidase-like protein (Crotalus adamanteus OX%3D8729)	
Scate-ma7	62808513	62810624	Scate12509	C-4 methylsterol oxidase-like protein (Crotalus adamanteus OX%3D8729)	
Scate-ma7	62953562	62959337	Scate12510	C-4 methylsterol oxidase-like protein (Crotalus adamanteus OX%3D8729)	
Scate-ma7	63038021	63059307	Scate12511	C-4 methylsterol oxidase-like protein (Crotalus adamanteus OX%3D8729)	
Scate-ma7	63097972	63118455	Scate12512	Carboxypeptidase E-like (Crotalus adamanteus OX%3D8729)	
Scate-ma7	63369167	63375836	Scate12513	TLL1	
Scate-ma7	63386190	63409745	Scate12514	TLL1	
Scate-ma7	63660954	63667542	Scate12515	SPOCK3	
Scate-ma7	64058215	64066052	Scate12516	FGG	
Scate-ma7	64080202	64085664	Scate12517	Fga	
Scate-ma7	64091227	64104718	Scate12518	FGB	
Scate-ma7	64109653	64133405	Scate12519	Pleiotropic regulator 1-like protein (Crotalus horridus OX%3D35024)	
Scate-ma7	64376395	64382454	Scate12520	SFRP2	
Scate-ma7	64449135	64467030	Scate12521	NDST4	
Scate-ma7	65283628	65291786	Scate12522	NDST3	
Scate-ma7	65931108	65942268	Scate12523	NDST4	
Scate-ma7	66308736	66328157	Scate12524	DLC1	
Scate-ma7	66348521	66354654	Scate12525	L345_16557	
Scate-ma7	66442426	66460971	Scate12526	LONRF1	
Scate-ma7	66463764	66478453	Scate12527	Multifunctional protein ADE2-like protein (Crotalus adamanteus OX%3D8729)	
Scate-ma7	66484870	66530726	Scate12528	Uncharacterized protein (Anolis carolinensis OX%3D28377)	
Scate-ma7	66535928	66550846	Scate12529	PPAT	
Scate-ma7	66560826	66580552	Scate12530	AASDH	
Scate-ma7	66591624	66615348	Scate12531	L345_15247	
Scate-ma7	66751145	66788306	Scate12532	CEP135	
Scate-ma7	66797566	66849311	Scate12533	EXOC1	
Scate-ma7	66855710	66865849	Scate12534	EXOC1	
Scate-ma7	66987067	67001620	Scate12535	PDCL2	
Scate-ma7	67032147	67065991	Scate12536	CLOCK	
Scate-ma7	67078093	67092933	Scate12537	GDT1 family protein (Crotalus horridus OX%3D35024)	
Scate-ma7	67095506	67106340	Scate12538	SRD5A3	
Scate-ma7	67106450	67167002	Scate12539	NFXL1	
Scate-ma7	67201538	67213950	Scate12540	CORIN	
Scate-ma7	67244995	67257779	Scate12541	unknown function	
Scate-ma7	67283228	67289301	Scate12542	CORIN	
Scate-ma7	67358650	67431582	Scate12543	KDR	
Scate-ma7	67778497	67821824	Scate12544	pdgfra	
Scate-ma7	68191796	68236713	Scate12545	E3 ubiquitin-protein ligase LNX-like protein (Crotalus horridus OX%3D35024)	
Scate-ma7	68238051	68275421	Scate12546	Fip1l1	
Scate-ma7	68279126	68282547	Scate12547	SCFD2	
Scate-ma7	68441306	68446632	Scate12548	RASL11B	
Scate-ma7	68535753	68559007	Scate12549	Ubiquitin carboxyl-terminal hydrolase 46-like (Crotalus adamanteus OX%3D8729)	
Scate-ma7	68628772	68659206	Scate12550	SPATA18	
Scate-ma7	68669089	68676793	Scate12551	SGCB	
Scate-ma7	68684645	68703539	Scate12552	DCN1-like protein (Crotalus adamanteus OX%3D8729)	
Scate-ma7	68739463	68754133	Scate12553	OCIA domain-containing protein 1-like protein (Crotalus horridus OX%3D35024)	
Scate-ma7	68831620	68836115	Scate12554	FRYL	
Scate-ma7	68837221	68920620	Scate12555	FRYL	
Scate-ma7	68929937	68966134	Scate12556	FRYL	
Scate-ma7	68972479	68977388	Scate12557	ZAR1	
Scate-ma7	69028706	69048591	Scate12558	SLAIN2	
Scate-ma7	69090373	69127480	Scate12559	TEC	
Scate-ma7	69138492	69154226	Scate12560	NIPAL1	
Scate-ma7	69174466	69175614	Scate12561	L345_03941	
Scate-ma7	69182642	69184235	Scate12562	Putative C4orf52-like protein (Crotalus adamanteus OX%3D8729)	
Scate-ma7	69274237	69292198	Scate12563	RBPJ	
Scate-ma7	69522895	69548385	Scate12564	STIM2	
Scate-ma7	70882349	70886469	Scate12565	PCDH7	
Scate-ma7	72600399	72652721	Scate12566	ARAP2	
Scate-ma7	72665804	72700572	Scate12567	ARAP2	
Scate-ma7	72722452	72741293	Scate12568	DTHD1	
Scate-ma7	72748720	72760563	Scate12569	DTHD1	
Scate-ma7	72889051	72903945	Scate12570	NWD2	
Scate-ma7	72970835	72977247	Scate12571	RELL1	
Scate-ma7	73011016	73041782	Scate12572	Phosphoglucomutase-2-like protein (Crotalus horridus OX%3D35024)	
Scate-ma7	73079482	73124393	Scate12573	TBC1D1	
Scate-ma7	73284003	73293280	Scate12574	Krueppel-like factor 3-like protein (Crotalus adamanteus OX%3D8729)	
Scate-ma7	73310000	73330545	Scate12575	Protein NOXP20-like protein (Crotalus horridus OX%3D35024)	
Scate-ma7	73340458	73340892	Scate12576	KLHL5	
Scate-ma7	73346171	73360950	Scate12577	KLHL5	
Scate-ma7	73367857	73410093	Scate12578	WDR19	
Scate-ma7	73411727	73449288	Scate12579	Replication factor C subunit 1 (Crotalus adamanteus OX%3D8729)	
Scate-ma7	73472310	73481220	Scate12580	Uncharacterized protein (Anolis carolinensis OX%3D28377)	
Scate-ma7	73481875	73489837	Scate12581	60S ribosomal protein L9-like (Crotalus adamanteus OX%3D8729)	
Scate-ma7	73491276	73503656	Scate12582	LIAS	
Scate-ma7	73505760	73517476	Scate12583	UDP-glucose 6-dehydrogenase (Crotalus adamanteus OX%3D8729)	
Scate-ma7	73531900	73554779	Scate12584	Putative C4orf34-like protein (Crotalus horridus OX%3D35024)	
Scate-ma7	73560862	73584895	Scate12585	Ubiquitin-conjugating enzyme E2 K (Crotalus adamanteus OX%3D8729)	
Scate-ma7	73597653	73624210	Scate12586	PDS5A	
Scate-ma7	73625510	73639492	Scate12587	PDS5A	
Scate-ma7	73669000	73704029	Scate12588	N4BP2	
Scate-ma7	73741556	73744059	Scate12589	CHRNA9	
Scate-ma7	73844474	73860877	Scate12590	Putative methyltransferase NSUN7-like (Crotalus adamanteus OX%3D8729)	
Scate-ma7	73865056	73867830	Scate12591	Putative methyltransferase NSUN7-like (Crotalus adamanteus OX%3D8729)	
Scate-ma7	73874809	73878440	Scate12592	APBB2	
Scate-ma7	74077892	74084771	Scate12593	LIMCH1	
Scate-ma7	74085782	74094428	Scate12594	LIMCH1	
Scate-ma7	74224482	74237834	Scate12595	Transmembrane protein 33-like (Crotalus adamanteus OX%3D8729)	
Scate-ma7	74244168	74272520	Scate12596	Zinc transporter 9-like protein (Crotalus horridus OX%3D35024)	
Scate-ma7	74279036	74279242	Scate12597	BEND4	
Scate-ma7	74281594	74286180	Scate12598	BEND4	
Scate-ma7	74337365	74400516	Scate12599	Phospholipid-transporting ATPase (Crotalus horridus OX%3D35024)	
Scate-ma7	74429548	74432463	Scate12600	GRXCR1	
Scate-ma7	74437110	74448548	Scate12601	GRXCR1	
Scate-ma7	74664405	74689765	Scate12602	GUF1	
Scate-ma7	74691915	74700714	Scate12603	Glucosamine-6-phosphate isomerase (Crotalus adamanteus OX%3D8729)	
Scate-ma7	74707733	74715468	Scate12604	ITFG2	
Scate-ma7	74717891	74723635	Scate12605	ITFG2	
Scate-ma7	74727603	74740552	Scate12606	Peptidylprolyl isomerase (Crotalus horridus OX%3D35024)	
Scate-ma7	74743124	74752045	Scate12607	CRMP1	
Scate-ma7	74753887	74766578	Scate12608	CRMP1	
Scate-ma7	74781412	74793991	Scate12609	WFS1	
Scate-ma7	74795844	74812564	Scate12610	Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B (Crotalus horridus OX%3D35024)	
Scate-ma7	74840813	74870590	Scate12611	Alpha-adducin-like (Crotalus adamanteus OX%3D8729)	
Scate-ma7	74873328	74888752	Scate12612	mfsd10	
Scate-ma7	74892955	74915416	Scate12613	NOP14	
Scate-ma7	74915696	75003286	Scate12614	htt	
Scate-ma7	75004536	75008572	Scate12615	LOC103279666	
Scate-ma7	75014008	75014529	Scate12616	L345_12773	
Scate-ma7	75016581	75018152	Scate12617	MSANTD1	
Scate-ma7	75028377	75029893	Scate12618	HGFAC	
Scate-ma7	75032257	75040670	Scate12619	F12	
Scate-ma7	75095164	75107533	Scate12620	Dok7	
Scate-ma7	75152315	75175164	Scate12621	cpz	
Scate-ma7	75182900	75209145	Scate12622	SEL1L3	
Scate-ma7	75225359	75249929	Scate12623	SLC34A2	
